Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
0.8269128165243713,,-0.5921462282744093,0.4325504280418025,-0.4734077245683898,-0.5021631365156053,-0.5685178209300195,0
-1.5652278312782746,,0.6384322414305812,0.4325504280418025,-0.4734077245683898,0.7864036178345383,1.0046168947490093,1
0.8269128165243713,,-0.28450161084816167,-0.4742788222764234,-0.4734077245683898,-0.48857985158126105,-0.5685178209300195,1
-1.5652278312782746,,0.40769877836089546,0.4325504280418025,-0.4734077245683898,0.4204940697654092,-0.5685178209300195,1
0.8269128165243713,,0.40769877836089546,-0.4742788222764234,-0.4734077245683898,-0.48606442844527137,-0.5685178209300195,0
0.8269128165243713,,-7.250883239074811e-06,-0.4742788222764234,-0.4734077245683898,-0.4778480503138746,2.5777516104280385,0
-1.5652278312782746,,1.8690107111355716,-0.4742788222764234,-0.4734077245683898,0.3955913807191113,-0.5685178209300195,0
0.8269128165243713,,-2.1303693154056473,2.246208928678254,0.7671989889328905,-0.22395733767514675,-0.5685178209300195,0
0.8269128165243713,,-0.20759045649159977,-0.4742788222764234,2.007805702434171,-0.42401799520369554,-0.5685178209300195,1
-0.3691575073769516,,-1.2074354631269044,0.4325504280418025,-0.4734077245683898,-0.04293139010125909,1.0046168947490093,1
0.8269128165243713,,-1.9765470066925235,0.4325504280418025,0.7671989889328905,-0.3119971474347855,-0.5685178209300195,1
-1.5652278312782746,,2.1766553285618193,-0.4742788222764234,-0.4734077245683898,-0.11378180431879875,-0.5685178209300195,1
0.8269128165243713,,-0.7459685369875331,-0.4742788222764234,-0.4734077245683898,-0.48606442844527137,-0.5685178209300195,0
0.8269128165243713,,0.715343395787143,0.4325504280418025,5.729625842938013,-0.01869880977838891,-0.5685178209300195,0
0.8269128165243713,,-1.2074354631269044,-0.4742788222764234,-0.4734077245683898,-0.4900045872454856,-0.5685178209300195,0
-0.3691575073769516,,1.9459218654921335,-0.4742788222764234,-0.4734077245683898,-0.32608351699632776,-0.5685178209300195,1
0.8269128165243713,,-2.1303693154056473,3.15303817899648,0.7671989889328905,-0.061964087717411374,2.5777516104280385,0
-0.3691575073769516,,-7.250883239074811e-06,-0.4742788222764234,-0.4734077245683898,-0.38645367226008004,-0.5685178209300195,1
0.8269128165243713,,0.10005416093464783,0.4325504280418025,-0.4734077245683898,-0.28583674682049287,-0.5685178209300195,0
0.8269128165243713,,-7.250883239074811e-06,-0.4742788222764234,-0.4734077245683898,-0.5026662211428032,1.0046168947490093,1
-0.3691575073769516,,0.40769877836089546,-0.4742788222764234,-0.4734077245683898,-0.12484966611715337,-0.5685178209300195,0
-0.3691575073769516,,0.33078762400433354,-0.4742788222764234,-0.4734077245683898,-0.38645367226008004,-0.5685178209300195,1
0.8269128165243713,,-1.1305243087703427,-0.4742788222764234,-0.4734077245683898,-0.48648299485510005,2.5777516104280385,1
-1.5652278312782746,,-0.13067930213503787,-0.4742788222764234,-0.4734077245683898,0.06632249221806229,-0.5685178209300195,1
0.8269128165243713,,-1.668902389266276,2.246208928678254,0.7671989889328905,-0.22395733767514675,-0.5685178209300195,0
0.8269128165243713,,0.6384322414305812,0.4325504280418025,5.729625842938013,-0.016434928955998185,-0.5685178209300195,1
0.8269128165243713,,-7.250883239074811e-06,-0.4742788222764234,-0.4734077245683898,-0.5026662211428032,1.0046168947490093,0
-1.5652278312782746,,-0.822879691344095,2.246208928678254,2.007805702434171,4.644392599719279,-0.5685178209300195,0
0.8269128165243713,,-7.250883239074811e-06,-0.4742788222764234,-0.4734077245683898,-0.4895015026182876,2.5777516104280385,1
0.8269128165243713,,-7.250883239074811e-06,-0.4742788222764234,-0.4734077245683898,-0.4891674544258282,-0.5685178209300195,0
-1.5652278312782746,,0.7922545501437049,-0.4742788222764234,-0.4734077245683898,-0.09022134505786503,1.0046168947490093,0
-1.5652278312782746,,-7.250883239074811e-06,0.4325504280418025,-0.4734077245683898,2.300436803386727,1.0046168947490093,1
0.8269128165243713,,-7.250883239074811e-06,-0.4742788222764234,-0.4734077245683898,-0.49210144397164657,2.5777516104280385,1
-0.3691575073769516,,2.7919445634143143,-0.4742788222764234,-0.4734077245683898,-0.43676213497987365,-0.5685178209300195,0
-1.5652278312782746,,-0.13067930213503787,0.4325504280418025,-0.4734077245683898,1.0054969729792393,1.0046168947490093,0
-1.5652278312782746,,0.9460768588568288,0.4325504280418025,-0.4734077245683898,0.39835834616870003,-0.5685178209300195,0
0.8269128165243713,,-7.250883239074811e-06,-0.4742788222764234,-0.4734077245683898,-0.502581702925434,1.0046168947490093,1
0.8269128165243713,,-0.6690573826309711,-0.4742788222764234,-0.4734077245683898,-0.48606442844527137,-0.5685178209300195,0
0.8269128165243713,,-0.8997908457006569,1.3393796783600282,-0.4734077245683898,-0.28583674682049287,-0.5685178209300195,0
0.8269128165243713,,-1.2074354631269044,0.4325504280418025,-0.4734077245683898,-0.4218366202601652,1.0046168947490093,1
0.8269128165243713,,0.7922545501437049,0.4325504280418025,-0.4734077245683898,-0.457388604694989,-0.5685178209300195,0
-0.3691575073769516,,-0.20759045649159977,0.4325504280418025,-0.4734077245683898,-0.22546659155674054,-0.5685178209300195,0
0.8269128165243713,,-7.250883239074811e-06,-0.4742788222764234,-0.4734077245683898,-0.4891674544258282,1.0046168947490093,0
-0.3691575073769516,,-2.0534581610490856,0.4325504280418025,2.007805702434171,0.18865657484452997,1.0046168947490093,1
0.8269128165243713,,-0.822879691344095,-0.4742788222764234,-0.4734077245683898,-0.4895015026182876,2.5777516104280385,1
0.8269128165243713,,-7.250883239074811e-06,-0.4742788222764234,-0.4734077245683898,-0.48606442844527137,-0.5685178209300195,0
0.8269128165243713,,-7.250883239074811e-06,0.4325504280418025,-0.4734077245683898,-0.3361452095402864,2.5777516104280385,0
0.8269128165243713,,-7.250883239074811e-06,-0.4742788222764234,-0.4734077245683898,-0.49210144397164657,2.5777516104280385,1
0.8269128165243713,,-7.250883239074811e-06,1.3393796783600282,-0.4734077245683898,-0.211798788405027,1.0046168947490093,0
0.8269128165243713,,-0.8997908457006569,0.4325504280418025,-0.4734077245683898,-0.28986142383807634,-0.5685178209300195,0
0.8269128165243713,,-1.745813543622838,3.15303817899648,0.7671989889328905,0.15058916727371655,-0.5685178209300195,0
